DateTime,Entries,UniqueIPs
1509751843,164,164
1509752556,164,164
1509754541,169,169
1509755436,167,167
1509756165,165,165
1509756995,167,167
1509757842,164,164
1509758935,165,165
1509759756,165,165
1509762647,167,167
1509763541,168,168
1509766840,165,165
1509767749,166,166
1509768645,166,166
1509769700,167,167
1509770558,167,167
1509771659,168,168
1509772471,169,169
1509773445,165,165
1509774155,165,165
1509776079,162,162
1509777043,160,160
1509779447,161,161
1509781538,159,159
1509783281,160,160
1509784243,157,157
1509784961,156,156
1509785799,158,158
1509786643,157,157
1509787838,156,156
1509788738,155,155
1509790481,154,154
1509791441,153,153
1509792340,154,154
1509795040,155,155
1509796589,156,156
1509798514,156,156
1509799522,155,155
1509801043,159,159
1509803136,161,161
1509804637,165,165
1509805839,167,167
1509808475,175,175
1509809424,170,170
1509810153,169,169
1509811644,169,169
1509813942,166,166
1509815437,169,169
1509817230,166,166
1509818188,167,167
1509819261,166,166
1509820236,166,166
1509821101,163,163
1509822111,162,162
1509822934,164,164
1509823842,163,163
1509825388,164,164
1509826240,164,164
1509827128,165,165
1509828034,165,165
1509828994,166,166
1509831755,159,159
1509833440,161,161
1509835361,158,158
1509837046,159,159
1509838110,160,160
1509838942,156,156
1509839788,157,157
1509840638,155,155
1509841709,156,156
1509843333,155,155
1509844241,156,156
1509845308,157,157
1509846321,162,162
1509847469,163,163
1509849939,161,161
1509851741,160,160
1509853362,159,159
1509855038,160,160
1509857136,160,160
1509858634,161,161
1509860553,159,159
1509862243,160,160
1509864150,159,159
1509865839,157,157
1509867756,156,156
1509869217,155,155
1509870923,152,152
1509872752,153,153
1509873651,155,155
1509874551,156,156
1509876637,155,155
1509877719,156,156
1509879901,153,153
1509880789,154,154
1509882158,153,153
1509885749,149,149
1509886592,151,151
1509887670,152,152
1509888636,152,152
1509889544,153,153
1509891269,152,152
1509892109,153,153
1509893144,154,154
1509893788,155,155
1509895838,154,154
1509896553,154,154
1509897685,154,154
1509898539,160,160
1509899308,162,162
1509900338,164,164
1509901383,163,163
1509902440,164,164
1509903755,163,163
1509905441,163,163
1509907536,166,166
1509911322,165,165
1509914128,164,164
1509916242,162,162
1509918155,161,161
1509919174,162,162
1509921047,164,164
1509921864,163,163
1509922738,163,163
1509923671,164,164
1509926519,159,159
1509927273,160,160
1509928232,162,162
1509928953,161,161
1509930881,157,157
1509931842,157,157
1509932553,159,159
1509933389,160,160
1509934244,162,162
1509935323,164,164
1509936345,167,167
1509937293,169,169
1509938137,170,170
1509939470,169,169
1509940534,170,170
1509941438,172,172
1509941675,173,173
1509942633,174,174
1509943354,174,174
1509945277,175,175
1509946111,178,178
1509946963,180,180
1509948648,183,183
1509949844,182,182
1509950563,183,183
1509952470,182,182
1509954337,182,182
1509955840,181,181
1509957957,179,179
1509960637,179,179
1509961367,180,180
1509963276,183,183
1509964257,186,186
1509965142,187,187
1509966349,189,189
1509967718,192,192
1509968557,190,190
1509970238,192,192
1509971308,192,192
1509972339,188,188
1509973839,184,184
1509975643,182,182
1509976465,184,184
1509977317,184,184
1509979243,177,177
1509980134,178,178
1509981034,177,177
1509982964,178,178
1509985243,176,176
1509985707,177,177
1509986551,178,178
1509987663,176,176
1509988547,177,177
1509989440,174,174
1509990993,175,175
1509992068,177,177
1509993035,175,175
1509995316,174,174
1509996636,174,174
1509997544,178,178
1509999045,177,177
1510000075,179,179
1510001139,178,178
1510002646,179,179
1510005387,180,180
1510006227,178,178
1510006476,179,179
1510007431,181,181
1510009273,180,180
1510010138,181,181
1510012021,179,179
1510013439,181,181
1510014334,182,182
1510015353,179,179
1510017037,177,177
1510020680,177,177
1510023446,177,177
1510024539,177,177
1510025433,177,177
1510027656,181,181
1510029762,182,182
1510031669,183,183
1510033168,184,184
1510034701,183,183
1510036840,184,184
1510037729,185,185
1510039711,187,187
1510040743,187,187
1510042244,191,191
1510044156,191,191
1510045509,192,192
1510046444,195,195
1510047429,194,194
1510049440,203,203
1510050266,206,206
1510051356,207,207
1510054113,208,208
1510054972,208,208
1510057530,207,207
1510058442,203,203
1510060256,204,204
1510061195,203,203
1510062043,202,202
1510063844,202,202
1510065038,205,205
1510066082,207,207
1510067110,205,205
1510068045,207,207
1510068864,207,207
1510070803,208,208
1510071639,211,211
1510072843,211,211
1510074104,212,212
1510076559,212,212
1510078474,212,212
1510080933,213,213
1510081841,214,214
1510083938,213,213
1510084878,215,215
1510086639,214,214
1510087537,215,215
1510088460,214,214
1510090241,215,215
1510090956,215,215
1510092310,217,217
1510093232,216,216
1510094739,215,215
1510098336,216,216
1510098994,219,219
1510100136,221,221
1510101037,192,192
1510103438,189,189
1510105534,185,185
1510107038,181,181
1510109145,180,180
1510110223,180,180
1510112550,176,176
1510114246,175,175
1510115129,176,176
1510116159,174,174
1510116999,175,175
1510119065,174,174
1510119755,172,172
1510121442,174,174
1510123537,173,173
1510124188,174,174
1510125040,174,174
1510126110,175,175
1510127136,177,177
