DateTime,AddedIPs,RemovedIPs
1509991580,15,11
1509992655,13,9
1509993610,7,7
1509994582,11,8
1509995550,9,16
1509996492,1,10
1509997449,7,9
1509998436,1,8
1509999373,8,12
1510000348,4,10
1510001291,8,5
1510002275,8,5
1510003226,6,16
1510005418,11,18
1510006349,9,0
1510007306,2,12
1510008249,3,12
1510009251,9,16
1510010172,8,0
1510011155,10,16
1510012092,3,0
1510013090,9,43
1510014041,8,26
1510014976,12,0
1510015944,4,15
1510016909,6,48
1510017850,5,0
1510018833,6,44
1510019786,13,14
1510020757,12,13
1510021691,12,0
1510022686,16,30
1510023631,16,0
1510024605,10,32
1510025550,11,0
1510026500,22,16
1510027460,13,8
1510028444,15,33
1510029373,16,0
1510030350,9,24
1510031291,12,0
1510032275,13,18
1510033210,9,0
1510034217,21,27
1510035137,11,0
1510036114,8,14
1510037048,14,0
1510038037,13,22
1510039331,14,7
1510040426,10,15
1510041388,11,9
1510042360,7,9
1510043295,11,8
1510044254,13,15
1510045249,10,10
1510046177,13,11
1510047148,11,2
1510048097,4,9
1510049080,13,8
1510050029,11,11
1510050984,6,10
1510051946,7,8
1510052897,9,10
1510053852,10,11
1510054827,8,0
1510055808,8,9
1510056757,8,14
1510057711,5,6
1510058654,14,6
1510059642,8,14
1510060590,8,2
1510061550,10,3
1510062504,6,8
1510063472,8,8
1510064687,10,3
1510065622,7,11
1510066570,9,6
1510067557,12,10
1510068495,16,6
1510069452,4,8
1510070442,7,8
1510071393,13,10
1510072355,5,7
1510073291,5,6
1510074281,8,10
1510075225,5,4
1510076182,3,6
1510077160,7,7
1510078119,8,6
1510079051,5,5
1510080033,8,2
1510080986,8,8
1510081951,5,3
1510082893,1,4
1510083872,3,2
1510084825,5,7
1510087261,12,12
1510088198,4,6
1510089151,5,0
1510090101,5,7
1510091076,5,11
1510092013,5,0
1510092996,9,11
1510093935,5,6
1510094920,4,8
1510095858,8,12
1510096821,4,4
1510097783,3,38
1510098747,6,0
1510099902,7,29
1510100901,7,10
1510101868,7,39
1510102864,6,25
1510103786,7,15
1510104739,17,0
1510105705,15,19
1510106678,7,17
1510107628,14,8
1510108577,10,0
1510109544,13,16
1510110513,20,0
1510111454,22,17
1510112426,18,23
1510113369,20,0
1510114356,19,28
1510115295,20,0
1510116259,13,15
1510117236,19,21
1510118197,11,0
1510119150,17,15
1510120116,22,16
1510121059,15,0
1510122020,14,12
1510122986,13,16
1510123952,15,0
1510124902,13,17
1510125861,9,0
1510127088,22,23
1510128018,12,13
1510128993,10,8
1510129967,14,14
1510130901,15,10
1510131881,18,11
1510132812,8,10
1510133794,11,9
1510134748,18,8
1510135698,11,4
1510136661,5,4
1510137659,8,6
1510138584,5,16
1510139584,12,11
1510140504,5,12
1510141461,12,6
1510142454,13,12
1510143401,10,10
1510144342,7,0
1510145324,4,18
1510146262,9,12
1510147229,10,6
1510148178,6,0
1510149156,4,16
1510150091,6,0
1510151071,10,13
1510152021,5,5
1510152987,9,4
1510153935,7,6
1510154913,7,11
1510155858,8,0
1510156834,5,0
1510157787,11,6
1510158765,13,8
1510159693,3,0
1510160669,11,6
1510161623,12,19
1510162589,14,6
1510163545,9,5
1510164511,9,0
1510166948,16,18
1510167861,8,9
1510168842,7,2
1510169772,6,3
1510170762,7,12
1510171691,7,0
1510172670,7,0
1510173614,4,5
1510174599,8,5
1510175532,5,5
1510176502,2,12
1510177467,7,4
1510178438,9,2
1510179397,4,3
1510180357,5,9
1510181316,9,2
1510182276,4,4
1510183469,9,17
1510184683,5,9
1510185630,11,15
1510186835,10,6
1510187790,16,19
1510188730,15,35
1510189706,15,21
1510190653,15,32
1510191610,18,25
1510192593,28,16
1510193533,37,35
1510194505,19,34
1510195454,27,19
1510196473,29,15
1510197379,11,22
1510198348,17,11
1510199299,18,15
1510200478,21,18
1510201463,24,14
1510202788,24,26
1510203868,10,7
1510204950,12,12
1510205903,9,15
1510206860,21,9
1510207831,20,10
1510208785,10,11
1510209945,26,6
1510210966,13,20
1510211926,16,5
1510212985,12,15
1510214321,20,26
1510215384,23,18
1510216339,8,10
1510217315,7,10
1510218259,16,11
1510221141,18,44
1510222103,36,16
1510223051,7,0
1510224024,17,21
1510225007,4,9
1510225956,5,12
1510226913,14,6
1510227854,7,15
1510228835,14,0
1510229800,10,20
1510230747,9,0
1510231696,11,7
1510232678,10,12
1510233624,7,0
1510234589,7,9
1510235544,9,13
1510236495,9,0
1510237465,6,12
1510238422,5,0
1510239381,4,18
1510240354,5,0
1510241308,10,27
1510242258,9,0
1510243223,12,9
1510244197,13,12
1510245133,8,0
1510246096,6,22
1510247071,8,0
1510248029,9,7
1510249236,10,10
1510250179,9,5
1510251136,5,18
1510252112,1,0
1510253064,11,0
1510254054,6,19
1510254987,12,5
1510255950,6,0
1510256895,13,5
1510257872,7,3
1510258822,14,4
1510259772,10,4
1510260752,14,16
1510261692,6,0
1510262666,4,6
1510263631,10,2
1510264581,10,0
1510265546,7,4
1510266504,3,9
1510268505,29,5
1510269609,8,11
1510270579,5,12
1510271540,16,26
1510272493,15,0
1510273451,16,17
1510274434,12,46
1510275371,11,0
1510276360,11,14
1510277292,15,13
1510278276,15,32
1510279231,15,10
1510280205,10,10
1510281149,15,0
1510282096,20,16
1510283073,24,17
1510284032,6,21
1510284979,28,0
1510285946,28,27
1510286894,12,0
1510287886,23,18
1510288811,36,0
1510289811,17,18
1510290733,25,0
1510291723,16,20
1510292655,26,0
1510293628,17,12
1510294599,16,18
1510295547,20,0
1510296503,15,16
1510297478,10,14
1510298416,16,0
1510299400,25,13
1510300337,27,0
1510301306,14,14
1510302249,13,0
1510303241,14,0
1510304170,10,0
1510305163,12,21
1510306093,7,0
1510307071,22,24
1510308025,10,0
1510309004,12,0
1510309936,7,0
1510310912,14,8
1510311862,16,0
1510312815,18,6
1510313793,10,12
1510314752,16,0
1510315695,16,0
1510316669,13,0
1510317623,17,4
1510318588,10,9
1510319543,11,0
1510320519,12,0
1510321449,15,0
1510322446,12,14
1510323693,8,6
1510324807,21,0
1510325778,4,13
1510326741,7,0
1510327688,1,0
1510328665,13,15
1510329611,9,0
1510330589,3,12
1510331546,9,0
1510332522,8,16
1510333463,10,0
1510334431,11,7
1510335386,8,0
1510336344,7,2
1510337292,6,0
1510338265,7,12
1510339212,5,0
1510340187,7,11
1510341153,4,0
1510342102,2,16
1510343067,4,0
1510344016,7,2
1510344983,6,5
1510345949,6,0
1510346914,11,6
1510347866,5,0
1510348815,5,0
1510349788,6,14
1510350747,8,0
1510351706,2,13
1510352674,9,0
1510353615,10,0
1510355592,19,17
1510356500,7,13
1510357541,5,0
1510358672,5,0
1510359637,8,36
1510360844,19,0
1510361786,11,49
1510362733,20,0
1510363723,17,33
1510364656,22,12
1510365625,15,0
1510366601,24,44
1510367539,10,0
1510368521,24,35
1510369462,17,0
1510370414,19,0
1510371394,8,28
1510372336,18,0
1510373306,13,15
1510374259,18,13
1510375209,16,0
1510376197,16,21
1510377131,13,12
1510378102,10,0
1510379066,8,35
1510380027,9,0
1510380987,4,0
1510381946,9,11
1510382902,8,0
1510383867,10,7
1510384811,12,0
1510385796,6,0
1510386729,9,16
1510387718,10,0
1510388661,12,26
1510389609,11,0
1510390590,8,33
1510391552,7,0
1510392500,9,0
1510393453,12,32
1510394457,11,0
1510395387,6,29
1510396348,15,7
1510397295,2,25
1510398275,10,53
1510399229,6,82
1510400229,6,0
1510401132,8,38
1510402120,7,28
1510403057,13,33
1510404017,5,17
1510404970,6,30
1510405961,9,17
1510406897,7,17
1510407870,4,13
1510408832,6,17
1510409796,6,16
1510410757,8,14
1510411714,7,16
1510412664,5,30
1510413617,8,5
1510414588,9,13
1510415573,7,15
1510416491,4,0
1510417698,8,10
1510418671,5,14
1510419648,6,7
1510420575,4,12
1510421538,4,6
1510422517,6,8
1510424473,9,26
1510425614,5,14
1510426578,3,6
1510427543,7,10
1510428497,3,8
1510429463,8,7
1510430424,4,11
1510431374,2,4
1510432357,3,12
1510433298,1,10
1510434260,3,28
1510435224,4,31
1510436176,2,19
1510437141,2,22
1510438104,10,15
1510439061,1,11
1510440010,7,0
1510440991,4,22
1510441942,7,0
1510442898,6,23
1510443864,6,20
1510444843,13,38
1510445800,14,0
1510446740,10,19
1510447709,13,37
1510448658,13,34
1510449631,15,40
1510450581,16,19
1510451532,6,11
1510452508,13,16
1510453461,17,14
1510454421,13,15
1510455384,11,12
1510456342,4,8
1510457298,15,15
1510458273,8,16
1510459237,13,11
1510460176,10,20
1510461167,6,18
1510462107,12,12
1510463062,8,5
1510464028,4,19
1510464999,9,11
1510465929,9,15
1510466905,11,9
1510467850,10,11
1510468832,5,7
1510469777,12,9
1510470736,8,15
1510471715,11,16
1510472658,5,14
1510473618,13,7
1510474600,1,9
1510475535,10,17
1510476525,7,19
1510477461,8,16
1510478421,7,11
1510479371,6,12
1510480364,7,13
1510481292,1,13
1510482318,8,14
1510483468,10,31
1510484666,9,5
1510485610,7,15
