DateTime,Entries,UniqueIPs
1509915392,2851,2851
1509916239,2845,2845
1509916478,2848,2848
1509918153,2837,2837
1509919170,2841,2841
1509920126,2869,2869
1509921044,2861,2861
1509921851,2847,2847
1509922734,2845,2845
1509923669,2851,2851
1509924493,2865,2865
1509926517,2824,2824
1509927271,2851,2851
1509928230,2834,2834
1509928951,2838,2838
1509929941,2849,2849
1509930879,2858,2858
1509931836,2838,2838
1509932551,2843,2843
1509933387,2855,2855
1509934241,2850,2850
1509935316,2864,2864
1509936339,2844,2844
1509937281,2827,2827
1509938135,2838,2838
1509939468,2844,2844
1509940532,2860,2860
1509941436,2854,2854
1509941673,2859,2859
1509942631,2833,2833
1509943352,2835,2835
1509945274,2836,2836
1509946109,2841,2841
1509946961,2813,2813
1509948645,2821,2821
1509949841,2810,2810
1509950561,2807,2807
1509952468,2826,2826
1509953319,2844,2844
1509954335,2842,2842
1509954993,2861,2861
1509955838,2862,2862
1509956924,2880,2880
1509957954,2873,2873
1509958594,2889,2889
1509959436,2872,2872
1509959675,2875,2875
1509960635,2865,2865
1509961365,2864,2864
1509963274,2875,2875
1509964255,2850,2850
1509965139,2859,2859
1509966347,2854,2854
1509967715,2870,2870
1509968555,2832,2832
1509970236,2820,2820
1509971306,2836,2836
1509972337,2815,2815
1509972990,2829,2829
1509973837,2820,2820
1509975639,2812,2812
1509976460,2822,2822
1509978183,2845,2845
1509979242,2840,2840
1509980133,2848,2848
1509981032,2814,2814
1509982106,2830,2830
1509982962,2812,2812
1509985241,2825,2825
1509985705,2834,2834
1509986546,2800,2800
1509987653,2794,2794
1509988543,2813,2813
1509989438,2802,2802
1509990991,2811,2811
1509992066,2811,2811
1509993024,2809,2809
1509994469,2821,2821
1509995314,2819,2819
1509995667,2822,2822
1509996634,2822,2822
1509997542,2838,2838
1509999043,2854,2854
1510000073,2875,2875
1510001137,2856,2856
1510002644,2853,2853
1510005385,2857,2857
1510006225,2854,2854
1510006474,2858,2858
1510007429,2859,2859
1510008334,2855,2855
1510009271,2865,2865
1510010136,2875,2875
1510010917,2887,2887
1510012018,2880,2880
1510013437,2885,2885
1510014332,2902,2902
1510015351,2893,2893
1510017035,2916,2916
1510017911,2941,2941
1510018836,2938,2938
1510019738,2952,2952
1510020626,2954,2954
1510023442,2977,2977
1510024537,2968,2968
1510025431,2972,2972
1510027651,2985,2985
1510028708,2989,2989
1510029760,2974,2974
1510031667,2984,2984
1510033166,2995,2995
1510034699,2999,2999
1510035643,3005,3005
1510036838,3005,3005
1510037727,3021,3021
1510038642,3018,3018
1510039709,3030,3030
1510040741,3031,3031
1510042242,3035,3035
1510044154,3027,3027
1510045508,3017,3017
1510046442,3029,3029
1510049438,3019,3019
1510050263,3027,3027
1510051354,3011,3011
1510052461,3015,3015
1510053267,3025,3025
1510054111,3036,3036
1510054970,3024,3024
1510055787,3038,3038
1510057528,3020,3020
1510058440,3000,3000
1510059331,3018,3018
1510060253,3010,3010
1510061193,3029,3029
1510062042,3018,3018
1510063842,3019,3019
1510065036,3009,3009
1510066079,3016,3016
1510068043,3023,3023
1510068861,2983,2983
1510069357,2980,2980
1510071637,3004,3004
1510072841,2999,2999
1510074098,3003,3003
1510074944,3017,3017
1510076557,3004,3004
1510078472,3020,3020
1510080025,2992,2992
1510080931,3007,3007
1510081840,2998,2998
1510082915,3013,3013
1510083935,2987,2987
1510084871,2983,2983
1510086637,2980,2980
1510087535,2974,2974
1510088458,2953,2953
1510089336,2962,2962
1510090238,2935,2935
1510090954,2934,2934
1510092307,2923,2923
1510093230,2931,2931
1510093710,2930,2930
1510094737,2915,2915
1510096182,2924,2924
1510098334,2911,2911
1510098992,2928,2928
1510100134,2914,2914
1510101035,2900,2900
1510101784,2899,2899
1510103436,2887,2887
1510105532,2875,2875
1510107036,2875,2875
1510109142,2857,2857
1510110212,2862,2862
1510111238,2863,2863
1510111711,2868,2868
1510112548,2847,2847
1510114244,2849,2849
1510115127,2864,2864
1510116157,2854,2854
1510116997,2864,2864
1510118069,2864,2864
1510119063,2866,2866
1510119753,2869,2869
1510121440,2872,2872
1510123534,2842,2842
1510124187,2848,2848
1510125037,2823,2823
1510126108,2834,2834
1510127134,2792,2792
1510128246,2776,2776
1510129171,2781,2781
1510129718,2786,2786
1510130550,2760,2760
1510132239,2751,2751
1510133326,2759,2759
1510134999,2747,2747
1510136084,2733,2733
1510137126,2739,2739
1510137758,2737,2737
1510138586,2737,2737
1510139436,2731,2731
1510140508,2744,2744
1510141408,2731,2731
1510143267,2729,2729
1510144231,2706,2706
1510144950,2709,2709
1510146004,2679,2679
1510146938,2688,2688
1510147840,2676,2676
1510148737,2678,2678
1510150237,2693,2693
1510151308,2706,2706
1510152337,2696,2696
1510153779,2695,2695
1510154940,2730,2730
1510155814,2706,2706
1510156873,2701,2701
1510157739,2713,2713
1510158633,2700,2700
1510159532,2706,2706
1510160448,2682,2682
1510161333,2694,2694
1510162241,2691,2691
1510162953,2704,2704
1510163811,2723,2723
1510164636,2714,2714
1510166688,2721,2721
1510168237,2704,2704
1510170337,2700,2700
1510171706,2711,2711
1510173036,2708,2708
1510173861,2717,2717
1510175446,2727,2727
1510177538,2723,2723
1510178706,2734,2734
1510179637,2740,2740
1510180693,2736,2736
1510182641,2733,2733
1510183706,2756,2756
1510184733,2733,2733
1510185676,2737,2737
1510186473,2743,2743
1510187308,2751,2751
1510188346,2736,2736
1510190077,2721,2721
1510190908,2737,2737
1510191756,2710,2710
1510192643,2731,2731
1510193443,2725,2725
1510195532,2706,2706
1510196393,2701,2701
1510197334,2703,2703
1510198537,2697,2697
1510200636,2701,2701
1510202734,2702,2702
1510203393,2714,2714
1510204237,2696,2696
1510205307,2708,2708
1510206152,2695,2695
1510207585,2691,2691
1510208436,2697,2697
1510209573,2668,2668
1510209753,2666,2666
1510210989,2664,2664
1510212040,2683,2683
1510212938,2686,2686
1510215267,2715,2715
1510216233,2706,2706
1510219709,2722,2722
1510220562,2701,2701
1510221380,2721,2721
1510222233,2714,2714
1510223137,2725,2725
1510224157,2722,2722
1510224992,2737,2737
1510225838,2725,2725
1510227012,2715,2715
1510227937,2725,2725
1510229374,2709,2709
1510230307,2725,2725
1510231183,2701,2701
1510232126,2715,2715
1510232965,2708,2708
1510235136,2741,2741
1510237712,2750,2750
1510238552,2730,2730
1510239387,2735,2735
1510240239,2727,2727
1510241316,2740,2740
1510242153,2725,2725
1510243841,2735,2735
1510244727,2758,2758
1510245637,2739,2739
1510247312,2753,2753
1510247672,2754,2754
1510248647,2738,2738
1510249354,2741,2741
1510250386,2740,2740
1510251267,2751,2751
1510252141,2760,2760
1510253276,2738,2738
1510254681,2740,2740
1510255837,2728,2728
1510257393,2729,2729
1510258242,2721,2721
1510259986,2722,2722
1510260933,2732,2732
1510261839,2717,2717
1510262911,2725,2725
1510263920,2725,2725
1510265443,2713,2713
1510266331,2721,2721
1510268134,2707,2707
1510269041,2706,2706
1510270768,2712,2712
1510271787,2717,2717
1510272640,2718,2718
1510274752,2720,2720
1510275823,2712,2712
1510277745,2715,2715
1510278930,2718,2718
1510280082,2709,2709
1510280917,2717,2717
1510283186,2705,2705
1510284507,2705,2705
1510287046,2696,2696
1510288239,2689,2689
1510289552,2695,2695
1510291529,2699,2699
1510292395,2698,2698
1510293225,2710,2710
1510293682,2702,2702
1510294548,2707,2707
1510295312,2711,2711
1510296337,2694,2694
1510297840,2700,2700
1510298909,2712,2712
1510299756,2702,2702
1510300592,2717,2717
1510301439,2715,2715
1510302517,2724,2724
1510303349,2712,2712
1510304191,2718,2718
1510305046,2726,2726
1510306109,2747,2747
1510307145,2724,2724
1510307800,2737,2737
1510308595,2733,2733
1510309531,2743,2743
1510310393,2732,2732
1510311411,2748,2748
1510312244,2744,2744
1510312470,2748,2748
1510313446,2739,2739
1510314162,2746,2746
1510315190,2738,2738
1510316134,2748,2748
1510317034,2748,2748
1510317747,2754,2754
1510318556,2766,2766
1510319437,2755,2755
1510319673,2756,2756
1510320735,2739,2739
1510321347,2743,2743
1510322191,2755,2755
1510323038,2733,2733
1510324105,2738,2738
1510326867,2707,2707
1510328056,2696,2696
1510330240,2686,2686
1510332338,2669,2669
1510334080,2690,2690
1510335637,2693,2693
1510336534,2702,2702
1510337439,2680,2680
1510338641,2670,2670
1510339353,2668,2668
1510341050,2673,2673
1510343142,2670,2670
1510344636,2656,2656
1510346742,2648,2648
1510347811,2627,2627
1510348687,2633,2633
1510350822,2650,2650
1510351848,2623,2623
1510352725,2629,2629
1510355432,2599,2599
1510356343,2609,2609
1510357249,2572,2572
1510359042,2580,2580
1510360956,2583,2583
1510362638,2571,2571
1510364551,2542,2542
1510365670,2537,2537
1510366537,2555,2555
1510367330,2558,2558
1510368338,2550,2550
1510369840,2545,2545
1510370731,2548,2548
1510371753,2529,2529
1510372894,2516,2516
1510373735,2528,2528
1510375552,2534,2534
1510377275,2539,2539
1510378233,2535,2535
1510379138,2538,2538
1510379791,2546,2546
1510380638,2533,2533
1510382007,2500,2500
1510383040,2507,2507
1510384143,2465,2465
1510386168,2467,2467
1510386987,2473,2473
1510387836,2464,2464
1510389641,2460,2460
1510390603,2482,2482
1510391446,2469,2469
1510392522,2460,2460
1510393538,2450,2450
1510394457,2444,2444
1510395351,2448,2448
1510396536,2430,2430
1510397520,2434,2434
1510398646,2421,2421
1510399536,2428,2428
1510401348,2419,2419
1510402240,2397,2397
1510404140,2363,2363
1510405261,2361,2361
1510406148,2366,2366
1510407635,2352,2352
1510408587,2339,2339
1510409452,2339,2339
1510410283,2345,2345
1510411236,2332,2332
1510412187,2336,2336
1510413036,2319,2319
1510413278,2320,2320
1510414238,2282,2282
1510415134,2276,2276
1510416070,2262,2262
1510416930,2267,2267
1510417859,2258,2258
1510419168,2260,2260
1510420235,2253,2253
1510422339,2242,2242
1510423826,2237,2237
1510424914,2252,2252
1510427437,2233,2233
1510428285,2236,2236
1510431230,2214,2214
1510433135,2221,2221
1510434640,2202,2202
1510435614,2208,2208
1510436639,2189,2189
1510437601,2182,2182
1510438539,2192,2192
1510440063,2175,2175
1510441633,2174,2174
1510443335,2170,2170
1510443751,2170,2170
1510444602,2191,2191
1510445681,2192,2192
1510446632,2183,2183
1510447360,2183,2183
1510449268,2204,2204
1510450118,2213,2213
1510451137,2190,2190
1510451786,2195,2195
1510452642,2175,2175
1510453721,2187,2187
1510455594,2175,2175
1510456533,2183,2183
1510457434,2182,2182
1510459083,2200,2200
1510460138,2193,2193
1510461038,2185,2185
1510461752,2184,2184
1510462587,2193,2193
1510463436,2197,2197
1510465537,2201,2201
1510467039,2209,2209
1510468100,2214,2214
1510469143,2206,2206
1510470869,2199,2199
1510471845,2189,2189
1510472736,2194,2194
1510474238,2186,2186
1510475441,2171,2171
1510477852,2176,2176
1510478741,2189,2189
1510479638,2172,2172
1510480599,2179,2179
1510481439,2158,2158
1510482345,2166,2166
1510483352,2145,2145
1510484220,2160,2160
1510485039,2157,2157
